{5.412590, 7.613368, 13.025957, 5.650317, 7.836567, 13.486883, -0.237727, -0.223199, -0.460926}
{5.615342, 8.043100, 13.658441, 5.884689, 8.304587, 14.189276, -0.269347, -0.261488, -0.530835}
{5.810128, 8.475204, 14.285332, 6.113131, 8.778538, 14.891669, -0.303003, -0.303334, -0.606337}
{5.997077, 8.909572, 14.906649, 6.335644, 9.258418, 15.594062, -0.338567, -0.348846, -0.687412}
{6.176337, 9.346100, 15.522438, 6.552227, 9.744227, 16.296454, -0.375890, -0.398127, -0.774017}
{6.348075, 9.784691, 16.132766, 6.762880, 10.235967, 16.998847, -0.414805, -0.451276, -0.866081}
{6.512474, 10.225250, 16.737724, 6.967604, 10.733636, 17.701240, -0.455129, -0.508386, -0.963516}
{6.669733, 10.667689, 17.337422, 7.166397, 11.237235, 18.403632, -0.496665, -0.569546, -1.066211}
{6.820060, 11.111924, 17.931985, 7.359261, 11.746764, 19.106025, -0.539201, -0.634839, -1.174041}
{6.963677, 11.557876, 18.521553, 7.546196, 12.262222, 19.808418, -0.582519, -0.704346, -1.286865}
{7.100810, 12.005468, 19.106278, 7.727200, 12.783611, 20.510811, -0.626390, -0.778143, -1.404533}
{7.231692, 12.454628, 19.686320, 7.902275, 13.310929, 21.213203, -0.670583, -0.856300, -1.526883}
{0.051956, 0.090127, 0.142083, 0.070600, 0.070821, 0.141421, -0.018644, 0.019306, 0.000662}
{0.399288, 0.445100, 0.844388, 0.417969, 0.425845, 0.843814, -0.018681, 0.019254, 0.000574}
{0.741158, 0.805502, 1.546660, 0.759880, 0.786327, 1.546207, -0.018722, 0.019175, 0.000453}
{1.077176, 1.170946, 2.248122, 1.096334, 1.152265, 2.248600, -0.019158, 0.018680, -0.000477}
{1.407146, 1.541234, 2.948381, 1.427330, 1.523662, 2.950992, -0.020184, 0.017572, -0.002612}
{1.730884, 1.916180, 3.647064, 1.752869, 1.900516, 3.653385, -0.021986, 0.015664, -0.006321}
{2.048209, 2.295602, 4.343811, 2.072951, 2.282827, 4.355778, -0.024742, 0.012775, -0.011967}
{2.358952, 2.679321, 5.038274, 2.387575, 2.670596, 5.058171, -0.028623, 0.008726, -0.019897}
{2.662950, 3.067167, 5.730117, 2.696741, 3.063822, 5.760563, -0.033791, 0.003345, -0.030447}
{2.960050, 3.458969, 6.419019, 3.000450, 3.462506, 6.462956, -0.040401, -0.003536, -0.043937}
{3.250110, 3.854566, 7.104677, 3.298702, 3.866647, 7.165349, -0.048591, -0.012080, -0.060672}
{3.533004, 4.253800, 7.786804, 3.591496, 4.276245, 7.867741, -0.058492, -0.022445, -0.080937}
{3.808618, 4.656518, 8.465136, 3.878833, 4.691302, 8.570134, -0.070214, -0.034784, -0.104998}
{4.076854, 5.062574, 9.139428, 4.160712, 5.111815, 9.272527, -0.083857, -0.049242, -0.133099}
{4.337633, 5.471825, 9.809458, 4.437133, 5.537786, 9.974920, -0.099501, -0.065961, -0.165462}
{4.590891, 5.884137, 10.475028, 4.708098, 5.969215, 10.677312, -0.117207, -0.085078, -0.202284}
{4.836587, 6.299379, 11.135966, 4.973604, 6.406101, 11.379705, -0.137017, -0.106722, -0.243740}
{5.074697, 6.717425, 11.792122, 5.233654, 6.848444, 12.082098, -0.158957, -0.131019, -0.289976}
{5.305218, 7.138156, 12.443374, 5.488245, 7.296245, 12.784491, -0.183028, -0.158089, -0.341117}
{5.528167, 7.561457, 13.089625, 5.737380, 7.749504, 13.486883, -0.209212, -0.188046, -0.397259}
{5.743583, 7.987219, 13.730802, 5.981056, 8.208220, 14.189276, -0.237474, -0.221001, -0.458475}
{5.951521, 8.415336, 14.366857, 6.219276, 8.672393, 14.891669, -0.267754, -0.257057, -0.524812}
{6.152059, 8.845708, 14.997767, 6.452038, 9.142024, 15.594062, -0.299978, -0.296316, -0.596294}
{6.345291, 9.278239, 15.623531, 6.679342, 9.617112, 16.296454, -0.334051, -0.338873, -0.672924}
{6.531329, 9.712839, 16.244168, 6.901189, 10.097658, 16.998847, -0.369860, -0.384819, -0.754679}
{6.710300, 10.149420, 16.859720, 7.117578, 10.583661, 17.701240, -0.407279, -0.434241, -0.841520}
{6.882346, 10.587899, 17.470245, 7.328510, 11.075122, 18.403632, -0.446165, -0.487223, -0.933388}
